instance_id	stratum	experiments	reentry	score
internetarchive--openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	DET	0	0	0
internetarchive--openlibrary-5fb312632097be7e9ac6ab657964af115224d15d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86	DET	0	0	0
internetarchive--openlibrary-62d2243131a9c7e6aee00d1e9c5660fd5b594e89-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-630221ab686c64e75a2ce253c893c033e4814b2e-v93c53c13d5f9b383ebb411ee7750b49dcd1a34c6	DET	0	0	0
internetarchive--openlibrary-6a117fab6c963b74dc1ba907d838e74f76d34a4b-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-6e889f4a733c9f8ce9a9bd2ec6a934413adcedb9-ve8c8d62a2b60610a3c4631f5f23ed866bada9818	DET	0	0	0
internetarchive--openlibrary-6fdbbeee4c0a7e976ff3e46fb1d36f4eb110c428-v08d8e8889ec945ab821fb156c04c7d2e2810debb	DET	0	0	0
internetarchive--openlibrary-72321288ea790a3ace9e36f1c05b68c93f7eec43-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818	DET	0	0	0
internetarchive--openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a	DET	0	0	0
internetarchive--openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb	DET	0	0	0
internetarchive--openlibrary-7cbfb812ef0e1f9716e2d6e85d538a96fcb79d13-vfa6ff903cb27f336e17654595dd900fa943dcd91	DET	0	0	0
internetarchive--openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	DET	0	0	0
internetarchive--openlibrary-7f7e53aa4cf74a4f8549a5bcd4810c527e2f6d7e-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-89e4b4431fe7506c365a6f6eb6f6d048d04c044c-v08d8e8889ec945ab821fb156c04c7d2e2810debb	DET	0	0	0
internetarchive--openlibrary-910b08570210509f3bcfebf35c093a48243fe754-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-91efee627df01e32007abf2d6ebf73f9d9053076-vbee42ad1b72fb23c6a1c874868a720b370983ed2	DET	0	0	0
internetarchive--openlibrary-92db3454aeaa02f89b4cdbc3103f7e95c9759f92-v2c55207218fb8a0138425cbf7d9675272e240b90	DET	0	0	0
internetarchive--openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59	DET	0	0	0
internetarchive--openlibrary-9cd47f4dc21e273320d9e30d889c864f8cb20ccf-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-a48fd6ba9482c527602bc081491d9e8ae6e8226c-vfa6ff903cb27f336e17654595dd900fa943dcd91	DET	0	0	0
internetarchive--openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3	DET	0	0	0
internetarchive--openlibrary-acdddc590d0b3688f8f6386f43709049622a6e19-vfa6ff903cb27f336e17654595dd900fa943dcd91	DET	0	0	0
internetarchive--openlibrary-b4f7c185ae5f1824ac7f3a18e8adf6a4b468459c-v08d8e8889ec945ab821fb156c04c7d2e2810debb	DET	0	0	0
internetarchive--openlibrary-ba3abfb6af6e722185d3715929ab0f3e5a134eed-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	DET	0	0	0
internetarchive--openlibrary-bdba0af0f6cbaca8b5fc3be2a3080f38156d9c92-ve8c8d62a2b60610a3c4631f5f23ed866bada9818	DET	0	0	0
internetarchive--openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-c12943be1db80cf1114bc267ddf4f9933aca9b28-v2c55207218fb8a0138425cbf7d9675272e240b90	DET	0	0	0
internetarchive--openlibrary-c4eebe6677acc4629cb541a98d5e91311444f5d4-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-c8996ecc40803b9155935fd7ff3b8e7be6c1437c-ve8fc82d8aae8463b752a211156c5b7b59f349237	DET	0	0	0
internetarchive--openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91	DET	0	0	0
internetarchive--openlibrary-e010b2a13697de70170033902ba2e27a1e1acbe9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-e390c1212055dd84a262a798e53487e771d3fb64-v8717e18970bcdc4e0d2cea3b1527752b21e74866	DET	0	0	0
internetarchive--openlibrary-f0341c0ba81c790241b782f5103ce5c9a6edf8e3-ve8fc82d8aae8463b752a211156c5b7b59f349237	DET	0	0	0
internetarchive--openlibrary-f343c08f89c772f7ba6c0246f384b9e6c3dc0add-v08d8e8889ec945ab821fb156c04c7d2e2810debb	DET	0	0	0
internetarchive--openlibrary-f3b26c2c0721f8713353fe4b341230332e30008d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-f8cc11d9c1575fdba5ac66aee0befca970da8d64-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91	DET	0	0	0
internetarchive--openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
navidrome--navidrome-0130c6dc13438b48cf0fdfab08a89e357b5517c9	DET	0	0	0
navidrome--navidrome-09ae41a2da66264c60ef307882362d2e2d8d8b89	DET	0	0	0
navidrome--navidrome-0a650de357babdcc8ce910fe37fee84acf4ed2fe	DET	0	0	0
navidrome--navidrome-10108c63c9b5bdf2966ffb3239bbfd89683e37b7	DET	0	0	0
navidrome--navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d	DET	0	0	0
navidrome--navidrome-23bebe4e06124becf1000e88472ae71a6ca7de4c	DET	0	0	0
navidrome--navidrome-27875ba2dd1673ddf8affca526b0664c12c3b98b	DET	0	0	0
navidrome--navidrome-28389fb05e1523564dfc61fa43ed8eb8a10f938c	DET	0	0	0
navidrome--navidrome-29b7b740ce469201af0a0510f3024adc93ef4c8e	DET	0	0	0
navidrome--navidrome-29bc17acd71596ae92131aca728716baf5af9906	DET	0	0	0
navidrome--navidrome-31799662706fedddf5bcc1a76b50409d1f91d327	DET	0	0	0
navidrome--navidrome-3853c3318f67b41a9e4cb768618315ff77846fdb	DET	0	0	0
navidrome--navidrome-3972616585e82305eaf26aa25697b3f5f3082288	DET	0	0	0
navidrome--navidrome-3977ef6e0f287f598b6e4009876239d6f13b686d	DET	0	0	0
navidrome--navidrome-3982ba725883e71d4e3e618c61d5140eeb8d850a	DET	0	0	0
navidrome--navidrome-3bc9e75b2843f91f6a1e9b604e321c2bd4fd442a	DET	0	0	0
navidrome--navidrome-3f2d24695e9382125dfe5e6d6c8bbeb4a313a4f9	DET	0	0	0
navidrome--navidrome-5001518260732e36d9a42fb8d4c054b28afab310	DET	0	0	0
navidrome--navidrome-55730514ea59d5f1d0b8e3f8745569c29bdbf7b4	DET	0	0	0
navidrome--navidrome-55bff343cdaad1f04496f724eda4b55d422d7f17	DET	0	0	0
navidrome--navidrome-56303cde23a4122d2447cbb266f942601a78d7e4	DET	0	0	0
navidrome--navidrome-5e549255201e622c911621a7b770477b1f5a89be	DET	0	0	0
navidrome--navidrome-669c8f4c49a7ef51ac9a53c725097943f67219eb	DET	0	0	0
navidrome--navidrome-66b74c81f115c78cb69910b0472eeb376750efc4	DET	0	0	0
navidrome--navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39	DET	0	0	0
navidrome--navidrome-6b3b4d83ffcf273b01985709c8bc5df12bbb8286	DET	0	0	0
navidrome--navidrome-6bd4c0f6bfa653e9b8b27cfdc2955762d371d6e9	DET	0	0	0
navidrome--navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1	DET	0	0	0
navidrome--navidrome-7073d18b54da7e53274d11c9e2baef1242e8769e	DET	0	0	0
navidrome--navidrome-812dc2090f20ac4f8ac271b6ed95be5889d1a3ca	DET	0	0	0
navidrome--navidrome-8383527aaba1ae8fa9765e995a71a86c129ef626	DET	0	0	0
navidrome--navidrome-874b17b8f614056df0ef021b5d4f977341084185	DET	0	0	0
navidrome--navidrome-87d4db7638b37eeb754b217440ab7a372f669205	DET	0	0	0
navidrome--navidrome-8d56ec898e776e7e53e352cb9b25677975787ffc	DET	0	0	0
navidrome--navidrome-8e640bb8580affb7e0ea6225c0bbe240186b6b08	DET	0	0	0
navidrome--navidrome-97434c1789a6444b30aae5ff5aa124a96a88f504	DET	0	0	0
navidrome--navidrome-9c3b4561652a15846993d477003e111f0df0c585	DET	0	0	0
navidrome--navidrome-b3980532237e57ab15b2b93c49d5cd5b2d050013	DET	0	0	0
navidrome--navidrome-b65e76293a917ee2dfc5d4b373b1c62e054d0dca	DET	0	0	0
navidrome--navidrome-bf2bcb12799b21069f137749e0c331f761d1f693	DET	0	0	0
navidrome--navidrome-de90152a7173039677ac808f5bfb1e644d761336	DET	0	0	0
navidrome--navidrome-dfa453cc4ab772928686838dc73d0130740f054e	DET	0	0	0
navidrome--navidrome-e12a14a87d392ac70ee4cc8079e3c3e0103dbcb2	DET	0	0	0
navidrome--navidrome-ee21f3957e0de91624427e93c62b8ee390de72e3	DET	0	0	0
navidrome--navidrome-eebfbc5381a1e506ff17b5f1371d1ad83d5fd642	DET	0	0	0
navidrome--navidrome-f78257235ec3429ef42af6687738cd327ec77ce8	DET	0	0	0
navidrome--navidrome-f7d4fcdcc1a59d1b4f835519efb402897757e371	DET	0	0	0
protonmail--webclients-01b519cd49e6a24d9a05d2eb97f54e420740072e	DET	0	0	0
protonmail--webclients-01ea5214d11e0df8b7170d91bafd34f23cb0f2b1	DET	0	0	0
protonmail--webclients-0200ce0fc1d4dbd35178c10d440a284c82ecc858	DET	0	0	0
protonmail--webclients-08bb09914d0d37b0cd6376d4cab5b77728a43e7b	DET	0	0	0
protonmail--webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413	DET	0	0	0
protonmail--webclients-0d0267c4438cf378bda90bc85eed3a3615871ac4	DET	0	0	0
protonmail--webclients-0ec14e36ceb01ba45602a563e12352af8171ed39	DET	0	0	0
protonmail--webclients-1501eb765873b2884b6f1944fd242ecfc9d6b103	DET	0	0	0
protonmail--webclients-281a6b3f190f323ec2c0630999354fafb84b2880	DET	0	0	0
protonmail--webclients-2c3559cad02d1090985dba7e8eb5a129144d9811	DET	0	0	0
protonmail--webclients-2dce79ea4451ad88d6bfe94da22e7f2f988efa60	DET	0	0	0
protonmail--webclients-2f2f6c311c6128fe86976950d3c0c2db07b03921	DET	0	0	0
protonmail--webclients-2f66db85455f4b22a47ffd853738f679b439593c	DET	0	0	0
protonmail--webclients-32ff10999a06455cb2147f6873d627456924ae13	DET	0	0	0
protonmail--webclients-3a6790f480309130b5d6332dce6c9d5ccca13ee3	DET	0	0	0
protonmail--webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe	DET	0	0	0
protonmail--webclients-428cd033fede5fd6ae9dbc7ab634e010b10e4209	DET	0	0	0
protonmail--webclients-4817fe14e1356789c90165c2a53f6a043c2c5f83	DET	0	0	0
protonmail--webclients-4feccbc9990980aee26ea29035f8f931d6089895	DET	0	0	0
protonmail--webclients-51742625834d3bd0d10fe0c7e76b8739a59c6b9f	DET	0	0	0
protonmail--webclients-5d2576632037d655c3b6a28e98cd157f7e9a5ce1	DET	0	0	0
protonmail--webclients-5e815cfa518b223a088fa9bb232a5fc90ab15691	DET	0	0	0
protonmail--webclients-708ed4a299711f0fa79a907cc5847cfd39c0fc71	DET	0	0	0
protonmail--webclients-7b833df125859e5eb98a826e5b83efe0f93a347b	DET	0	0	0
protonmail--webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec	DET	0	0	0
protonmail--webclients-815695401137dac2975400fc610149a16db8214b	DET	0	0	0
protonmail--webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8	DET	0	0	0
protonmail--webclients-8afd9ce04c8dde9e150e1c2b50d32e7ee2efa3e7	DET	0	0	0
protonmail--webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c	DET	0	0	0
protonmail--webclients-a6e6f617026794e7b505d649d2a7a9cdf17658c8	DET	0	0	0
protonmail--webclients-ac23d1efa1a6ab7e62724779317ba44c28d78cfd	DET	0	0	0
protonmail--webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39	DET	0	0	0
protonmail--webclients-b387b24147e4b5ec3b482b8719ea72bee001462a	DET	0	0	0
protonmail--webclients-b9387af4cdf79c2cb2a221dea33d665ef789512e	DET	0	0	0
protonmail--webclients-bf2e89c0c488ae1a87d503e5b09fe9dd2f2a635f	DET	0	0	0
protonmail--webclients-c8117f446c3d1d7e117adc6e0e46b0ece9b0b90e	DET	0	0	0
protonmail--webclients-cb8cc309c6968b0a2a5fe4288d0ae0a969ff31e1	DET	0	0	0
protonmail--webclients-cba6ebbd0707caa524ffee51c62b197f6122c902	DET	0	0	0
protonmail--webclients-cfd7571485186049c10c822f214d474f1edde8d1	DET	0	0	0
protonmail--webclients-df60460f163fd5c34e844ab9015e3176f1ab1ac0	DET	0	0	0
protonmail--webclients-dfe5604193d63bfcb91ce60d62db2f805c43bf11	DET	0	0	0
protonmail--webclients-e7f3f20c8ad86089967498632ace73c1157a9d51	DET	0	0	0
protonmail--webclients-e9677f6c46d5ea7d277a4532a4bf90074f125f31	DET	0	0	0
protonmail--webclients-f080ffc38e2ad7bddf2e93e5193e82c20c7a11e7	DET	0	0	0
protonmail--webclients-f161c10cf7d31abf82e8d64d7a99c9fac5acfa18	DET	0	0	0
qutebrowser--qutebrowser-01d1d1494411380d97cac14614a829d3a69cecaf-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-0833b5f6f140d04200ec91605f88704dd18e2970-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	DET	0	0	0
qutebrowser--qutebrowser-0aa57e4f7243024fa4bba8853306691b5dbd77b3-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271	DET	0	0	0
qutebrowser--qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	DET	0	0	0
qutebrowser--qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24	DET	0	0	0
qutebrowser--qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	DET	0	0	0
qutebrowser--qutebrowser-233cb1cc48635130e5602549856a6fa4ab4c087f-v35616345bb8052ea303186706cec663146f0f184	DET	0	0	0
qutebrowser--qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	DET	0	0	0
qutebrowser--qutebrowser-305e7c96d5e2fdb3b248b27dfb21042fb2b7e0b8-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24	DET	0	0	0
qutebrowser--qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-3d01c201b8aa54dd71d4f801b1dd12feb4c0a08a-v5fc38aaf22415ab0b70567368332beee7955b367	DET	0	0	0
qutebrowser--qutebrowser-3e21c8214a998cb1058defd15aabb24617a76402-v5fc38aaf22415ab0b70567368332beee7955b367	DET	0	0	0
qutebrowser--qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba	DET	0	0	0
qutebrowser--qutebrowser-44e64199ed38003253f0296badd4a447645067b6-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	DET	0	0	0
qutebrowser--qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566	DET	0	0	0
qutebrowser--qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271	DET	0	0	0
qutebrowser--qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	DET	0	0	0
qutebrowser--qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	DET	0	0	0
qutebrowser--qutebrowser-6dd402c0d0f7665d32a74c43c5b4cf5dc8aff28d-v5fc38aaf22415ab0b70567368332beee7955b367	DET	0	0	0
qutebrowser--qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566	DET	0	0	0
qutebrowser--qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-8cd06741bb56cdca49f5cdc0542da97681154315-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271	DET	0	0	0
qutebrowser--qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1-v35616345bb8052ea303186706cec663146f0f184	DET	0	0	0
qutebrowser--qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367	DET	0	0	0
qutebrowser--qutebrowser-99029144b5109bb1b2a53964a7c129e009980cd9-va0fd88aac89cde702ec1ba84877234da33adce8a	DET	0	0	0
qutebrowser--qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-a25e8a09873838ca9efefd36ea8a45170bbeb95c-vc2f56a753b62a190ddb23cd330c257b9cf560d12	DET	0	0	0
qutebrowser--qutebrowser-a84ecfb80a00f8ab7e341372560458e3f9cfffa2-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-c0be28ebee3e1837aaf3f30ec534ccd6d038f129-v9f8e9d96c85c85a605e382f1510bd08563afc566	DET	0	0	0
qutebrowser--qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-cf06f4e3708f886032d4d2a30108c2fddb042d81-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-de4a1c1a2839b5b49c3d4ce21d39de48d24e2091-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a	DET	0	0	0
qutebrowser--qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171	DET	0	0	0
qutebrowser--qutebrowser-ebfe9b7aa0c4ba9d451f993e08955004aaec4345-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	DET	0	0	0
qutebrowser--qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271	DET	0	0	0
qutebrowser--qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	DET	0	0	0
qutebrowser--qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	DET	0	0	0
qutebrowser--qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e	DET	0	0	0
qutebrowser--qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	DET	0	0	0
qutebrowser--qutebrowser-fcfa069a06ade76d91bac38127f3235c13d78eb1-v5fc38aaf22415ab0b70567368332beee7955b367	DET	0	0	0
qutebrowser--qutebrowser-fea33d607fde83cf505b228238cf365936437a63-v9f8e9d96c85c85a605e382f1510bd08563afc566	DET	0	0	0
tutao--tutanota-09c2776c0fce3db5c6e18da92b5a45dce9f013aa-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	DET	0	0	0
tutao--tutanota-12a6cbaa4f8b43c2f85caca0787ab55501539955-vc4e41fd0029957297843cb9dec4a25c7c756f029	DET	0	0	0
tutao--tutanota-1e516e989b3c0221f4af6b297d9c0e4c43e4adc3-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	DET	0	0	0
tutao--tutanota-1ff82aa365763cee2d609c9d19360ad87fdf2ec7-vc4e41fd0029957297843cb9dec4a25c7c756f029	DET	0	0	0
tutao--tutanota-219bc8f05d7b980e038bc1524cb021bf56397a1b-vee878bb72091875e912c52fc32bc60ec3760227b	DET	0	0	0
tutao--tutanota-40e94dee2bcec2b63f362da283123e9df1874cc1-vc4e41fd0029957297843cb9dec4a25c7c756f029	DET	0	0	0
tutao--tutanota-4b4e45949096bb288f2b522f657610e480efa3e8-vee878bb72091875e912c52fc32bc60ec3760227b	DET	0	0	0
tutao--tutanota-8513a9e8114a8b42e64f4348335e0f23efa054c4-vee878bb72091875e912c52fc32bc60ec3760227b	DET	0	0	0
tutao--tutanota-b4934a0f3c34d9d7649e944b183137e8fad3e859-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	DET	0	0	0
tutao--tutanota-befce4b146002b9abc86aa95f4d57581771815ce-vee878bb72091875e912c52fc32bc60ec3760227b	DET	0	0	0
tutao--tutanota-da4edb7375c10f47f4ed3860a591c5e6557f7b5c-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	DET	0	0	0
tutao--tutanota-db90ac26ab78addf72a8efaff3c7acc0fbd6d000-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	DET	0	0	0
tutao--tutanota-de49d486feef842101506adf040a0f00ded59519-v10a26bfb45a064b93f4fc044a0254925037b88f1	DET	0	0	0
tutao--tutanota-f373ac3808deefce8183dad8d16729839cc330c1-v2939aa9f4356f0dc9f523ee5ce19d09e08ab979b	DET	0	0	0
tutao--tutanota-f3ffe17af6e8ab007e8d461355057ad237846d9d-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	DET	0	0	0
tutao--tutanota-fb32e5f9d9fc152a00144d56dd0af01760a2d4dc-vc4e41fd0029957297843cb9dec4a25c7c756f029	DET	0	0	0
tutao--tutanota-fbdb72a2bd39b05131ff905780d9d4a2a074de26-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	DET	0	0	0
