Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-05-30T23:55:36.864Z","","","Included","composer-2.5","No","0","53165","743010","12774","808949","Included"
"2026-05-30T23:55:25.628Z","","","Included","composer-2.5","No","0","32195","866176","7464","905835","Included"
"2026-05-30T23:55:23.698Z","","","Included","composer-2.5","No","0","67171","537340","8662","613173","Included"
"2026-05-30T23:55:14.261Z","","","Included","composer-2.5","No","0","27013","202859","3318","233190","Included"
"2026-05-30T23:54:54.275Z","","","Included","composer-2.5","No","0","41207","626968","11346","679521","Included"
"2026-05-30T23:54:27.566Z","","","Included","composer-2.5","No","0","39992","671056","10302","721350","Included"
"2026-05-30T23:54:21.238Z","","","Included","composer-2.5","No","0","36389","420024","5030","461443","Included"
"2026-05-30T23:54:18.104Z","","","Included","composer-2.5","No","0","45280","457804","8156","511240","Included"
"2026-05-30T23:54:13.759Z","","","Included","composer-2.5","No","0","27698","428400","5920","462018","Included"
"2026-05-30T23:54:07.311Z","","","Included","composer-2.5","No","0","35498","495613","6936","538047","Included"
"2026-05-30T23:53:57.012Z","","","Included","composer-2.5","No","0","22029","192528","2344","216901","Included"
"2026-05-30T23:53:47.602Z","","","Included","composer-2.5","No","0","59474","1397405","14152","1471031","Included"
"2026-05-30T23:53:41.370Z","","","Included","composer-2.5","No","0","36900","650866","10941","698707","Included"
"2026-05-30T23:53:31.172Z","","","Included","composer-2.5","No","0","63413","348929","3563","415905","Included"
"2026-05-30T23:53:27.667Z","","","Included","composer-2.5","No","0","17098","99655","1742","118495","Included"
"2026-05-30T23:53:25.957Z","","","Included","composer-2.5","No","0","46177","781121","10122","837420","Included"
"2026-05-30T23:53:16.318Z","","","Included","composer-2.5","No","0","25978","186490","3008","215476","Included"
"2026-05-30T23:53:09.610Z","","","Included","composer-2.5","No","0","25948","243960","2369","272277","Included"
"2026-05-30T23:52:58.175Z","","","Included","composer-2.5","No","0","30794","460806","3304","494904","Included"
"2026-05-30T23:52:45.779Z","","","Included","composer-2.5","No","0","47052","756558","9947","813557","Included"
"2026-05-30T23:52:31.281Z","","","Included","composer-2.5","No","0","24813","333326","2914","361053","Included"
"2026-05-30T23:52:27.137Z","","","Included","composer-2.5","No","0","35885","856037","9015","900937","Included"
"2026-05-30T23:52:25.037Z","","","Included","composer-2.5","No","0","21877","150875","1778","174530","Included"
"2026-05-30T23:52:15.298Z","","","Included","composer-2.5","No","0","44305","578674","8547","631526","Included"
"2026-05-30T23:51:46.108Z","","","Included","composer-2.5","No","0","21685","262386","3701","287772","Included"
"2026-05-30T23:51:41.838Z","","","Included","composer-2.5","No","0","36473","467764","7196","511433","Included"
"2026-05-30T23:51:31.788Z","","","Included","composer-2.5","No","0","41326","458686","7853","507865","Included"
"2026-05-30T23:51:19.674Z","","","Included","composer-2.5","No","0","38562","511913","5919","556394","Included"
"2026-05-30T23:51:11.406Z","","","Included","composer-2.5","No","0","37579","454087","6364","498030","Included"
"2026-05-30T23:51:09.928Z","","","Included","composer-2.5","No","0","50443","832639","11312","894394","Included"
"2026-05-30T23:51:03.170Z","","","Included","composer-2.5","No","0","28926","250603","2053","281582","Included"
"2026-05-30T23:50:59.808Z","","","Included","composer-2.5","No","0","64501","1832160","41381","1938042","Included"
"2026-05-30T23:50:56.886Z","","","Included","composer-2.5","No","0","62474","186912","2973","252359","Included"
"2026-05-30T23:50:39.868Z","","","Included","composer-2.5","No","0","64294","439208","7264","510766","Included"
"2026-05-30T23:50:31.252Z","","","Included","composer-2.5","No","0","41225","1314711","8323","1364259","Included"
"2026-05-30T23:50:24.696Z","","","Included","composer-2.5","No","0","36995","477762","8914","523671","Included"
"2026-05-30T23:49:52.740Z","","","Included","composer-2.5","No","0","43664","627891","8317","679872","Included"
"2026-05-30T23:49:50.318Z","","","Included","composer-2.5","No","0","27247","128089","1913","157249","Included"
"2026-05-30T23:49:48.810Z","","","Included","composer-2.5","No","0","61030","431921","6671","499622","Included"
"2026-05-30T23:49:43.326Z","","","Included","composer-2.5","No","0","78233","563952","7255","649440","Included"
"2026-05-30T23:49:35.756Z","","","Included","composer-2.5","No","0","51392","1028623","12045","1092060","Included"
"2026-05-30T23:49:33.391Z","","","Included","composer-2.5","No","0","56856","1118850","7556","1183262","Included"
"2026-05-30T23:49:30.071Z","","","Included","composer-2.5","No","0","34080","212848","2671","249599","Included"
"2026-05-30T23:49:29.026Z","","","Included","composer-2.5","No","0","63836","2040104","24637","2128577","Included"
"2026-05-30T23:49:24.636Z","","","Included","composer-2.5","No","0","55579","1803795","12177","1871551","Included"
"2026-05-30T23:49:15.846Z","","","Included","composer-2.5","No","0","58955","1150797","12536","1222288","Included"
"2026-05-30T23:49:14.990Z","","","Included","composer-2.5","No","0","46393","282824","4548","333765","Included"
"2026-05-30T23:49:10.636Z","","","Included","composer-2.5","No","0","52929","756173","11456","820558","Included"
"2026-05-30T23:48:39.285Z","","","Included","composer-2.5","No","0","31397","226002","2704","260103","Included"
"2026-05-30T23:48:36.316Z","","","Included","composer-2.5","No","0","20306","175093","1768","197167","Included"
"2026-05-30T23:48:28.221Z","","","Included","composer-2.5","No","0","65582","914554","10906","991042","Included"
"2026-05-30T23:48:13.436Z","","","Included","composer-2.5","No","0","97229","1079467","12716","1189412","Included"
"2026-05-30T23:48:01.223Z","","","Included","composer-2.5","No","0","54257","722764","10827","787848","Included"
"2026-05-30T23:47:57.294Z","","","Included","composer-2.5","No","0","26387","153996","1224","181607","Included"
"2026-05-30T23:47:57.057Z","","","Included","composer-2.5","No","0","26432","324381","4783","355596","Included"
"2026-05-30T23:47:53.630Z","","","Included","composer-2.5","No","0","22702","158999","2640","184341","Included"
"2026-05-30T23:47:34.121Z","","","Included","composer-2.5","No","0","33703","341587","5587","380877","Included"
"2026-05-30T23:47:31.933Z","","","Included","composer-2.5","No","0","51420","958167","13384","1022971","Included"
"2026-05-30T23:47:15.973Z","","","Included","composer-2.5","No","0","28654","436646","3428","468728","Included"
"2026-05-30T23:47:09.274Z","","","Included","composer-2.5","No","0","44684","557852","9299","611835","Included"
"2026-05-30T23:47:01.023Z","","","Included","composer-2.5","No","0","31339","411750","3671","446760","Included"
"2026-05-30T23:46:59.102Z","","","Included","composer-2.5","No","0","42013","963605","9291","1014909","Included"
"2026-05-30T23:46:58.183Z","","","Included","composer-2.5","No","0","61990","469595","8498","540083","Included"
"2026-05-30T23:46:43.396Z","","","Included","composer-2.5","No","0","38945","530911","9740","579596","Included"
"2026-05-30T23:46:39.894Z","","","Included","composer-2.5","No","0","22894","308276","2692","333862","Included"
"2026-05-30T23:46:37.076Z","","","Included","composer-2.5","No","0","27788","362880","2842","393510","Included"
"2026-05-30T23:46:29.247Z","","","Included","composer-2.5","No","0","26434","235473","3326","265233","Included"
"2026-05-30T23:46:26.819Z","","","Included","composer-2.5","No","0","22978","249065","2025","274068","Included"
"2026-05-30T23:46:24.820Z","","","Included","composer-2.5","No","0","37616","500641","8854","547111","Included"
"2026-05-30T23:46:12.180Z","","","Included","composer-2.5","No","0","35676","556217","7347","599240","Included"
"2026-05-30T23:45:53.061Z","","","Included","composer-2.5","No","0","71757","726891","11544","810192","Included"
"2026-05-30T23:45:40.084Z","","","Included","composer-2.5","No","0","63890","356163","3163","423216","Included"
"2026-05-30T23:45:36.991Z","","","Included","composer-2.5","No","0","42376","500338","9693","552407","Included"
"2026-05-30T23:45:19.996Z","","","Included","composer-2.5","No","0","73478","1525568","22075","1621121","Included"
"2026-05-30T23:45:12.438Z","","","Included","composer-2.5","No","0","83766","774368","9130","867264","Included"
"2026-05-30T23:45:00.189Z","","","Included","composer-2.5","No","0","22174","270836","3324","296334","Included"
"2026-05-30T23:45:00.062Z","","","Included","composer-2.5","No","0","45041","579062","10078","634181","Included"
"2026-05-30T23:44:56.303Z","","","Included","composer-2.5","No","0","29255","207904","3824","240983","Included"
"2026-05-30T23:44:48.651Z","","","Included","composer-2.5","No","0","23172","235812","3231","262215","Included"
"2026-05-30T23:44:40.953Z","","","Included","composer-2.5","No","0","37303","473012","6450","516765","Included"
"2026-05-30T23:44:38.536Z","","","Included","composer-2.5","No","0","55890","1016064","12952","1084906","Included"
"2026-05-30T23:44:35.420Z","","","Included","composer-2.5","No","0","38416","313000","2581","353997","Included"
"2026-05-30T23:44:31.309Z","","","Included","composer-2.5","No","0","41178","427139","8640","476957","Included"
"2026-05-30T23:44:22.276Z","","","Included","composer-2.5","No","0","58464","866070","10611","935145","Included"
"2026-05-30T23:44:21.468Z","","","Included","composer-2.5","No","0","21972","199471","2763","224206","Included"
"2026-05-30T23:44:04.560Z","","","Included","composer-2.5","No","0","17005","99650","1403","118058","Included"
"2026-05-30T23:44:03.356Z","","","Included","composer-2.5","No","0","46972","493709","6720","547401","Included"
"2026-05-30T23:43:59.146Z","","","Included","composer-2.5","No","0","29851","248240","3479","281570","Included"
"2026-05-30T23:43:54.672Z","","","Included","composer-2.5","No","0","36310","547815","7065","591190","Included"
"2026-05-30T23:43:29.957Z","","","Included","composer-2.5","No","0","93729","624895","6755","725379","Included"
"2026-05-30T23:43:28.542Z","","","Included","composer-2.5","No","0","23394","115930","1432","140756","Included"
"2026-05-30T23:43:27.070Z","","","Included","composer-2.5","No","0","42787","564242","9708","616737","Included"
"2026-05-30T23:43:16.736Z","","","Included","composer-2.5","No","0","27088","153499","2554","183141","Included"
"2026-05-30T23:42:56.623Z","","","Included","composer-2.5","No","0","56481","740541","8108","805130","Included"
"2026-05-30T23:42:50.754Z","","","Included","composer-2.5","No","0","48779","572856","7467","629102","Included"
"2026-05-30T23:42:48.138Z","","","Included","composer-2.5","No","0","87030","892087","12264","991381","Included"
"2026-05-30T23:42:44.662Z","","","Included","composer-2.5","No","0","56706","855232","10467","922405","Included"
"2026-05-30T23:42:33.302Z","","","Included","composer-2.5","No","0","45393","1267576","11369","1324338","Included"
"2026-05-30T23:42:22.017Z","","","Included","composer-2.5","No","0","45155","546848","9365","601368","Included"
"2026-05-30T23:42:20.558Z","","","Included","composer-2.5","No","0","27256","328048","5899","361203","Included"
"2026-05-30T23:42:01.332Z","","","Included","composer-2.5","No","0","33984","326620","3869","364473","Included"
"2026-05-30T23:41:58.060Z","","","Included","composer-2.5","No","0","24218","274048","3302","301568","Included"
"2026-05-30T23:41:52.023Z","","","Included","composer-2.5","No","0","20393","252610","3471","276474","Included"
"2026-05-30T23:41:50.053Z","","","Included","composer-2.5","No","0","58994","1007916","11668","1078578","Included"
"2026-05-30T23:41:39.494Z","","","Included","composer-2.5","No","0","55657","822155","10388","888200","Included"
"2026-05-30T23:41:39.273Z","","","Included","composer-2.5","No","0","16338","140293","1936","158567","Included"
"2026-05-30T23:41:32.411Z","","","Included","composer-2.5","No","0","19538","226944","2207","248689","Included"
"2026-05-30T23:40:48.154Z","","","Included","composer-2.5","No","0","37041","455128","7451","499620","Included"
"2026-05-30T23:40:47.478Z","","","Included","composer-2.5","No","0","34098","472009","8567","514674","Included"
"2026-05-30T23:40:28.523Z","","","Included","composer-2.5","No","0","42839","486729","8446","538014","Included"
"2026-05-30T23:40:09.822Z","","","Included","composer-2.5","No","0","52477","366812","3449","422738","Included"
"2026-05-30T23:39:58.165Z","","","Included","composer-2.5","No","0","48900","483612","10780","543292","Included"
"2026-05-30T23:39:52.644Z","","","Included","composer-2.5","No","0","44468","500394","9908","554770","Included"
"2026-05-30T23:39:44.258Z","","","Included","composer-2.5","No","0","72861","1462250","15339","1550450","Included"
"2026-05-30T23:39:42.969Z","","","Included","composer-2.5","No","0","51559","864695","9435","925689","Included"
"2026-05-30T23:39:42.750Z","","","Included","composer-2.5","No","0","36474","450599","6130","493203","Included"
"2026-05-30T23:39:40.994Z","","","Included","composer-2.5","No","0","26868","208708","2932","238508","Included"
"2026-05-30T23:39:40.366Z","","","Included","composer-2.5","No","0","43234","685853","8263","737350","Included"
"2026-05-30T23:39:38.265Z","","","Included","composer-2.5","No","0","54836","984565","12663","1052064","Included"
"2026-05-30T23:39:35.749Z","","","Included","composer-2.5","No","0","17322","99232","1154","117708","Included"
"2026-05-30T23:39:27.371Z","","","Included","composer-2.5","No","0","51776","922314","12839","986929","Included"
"2026-05-30T23:39:26.129Z","","","Included","composer-2.5","No","0","44909","741007","9353","795269","Included"
"2026-05-30T23:39:11.879Z","","","Included","composer-2.5","No","0","57630","1566336","14943","1638909","Included"
"2026-05-30T23:38:51.666Z","","","Included","composer-2.5","No","0","45394","512722","12171","570287","Included"
"2026-05-30T23:38:40.427Z","","","Included","composer-2.5","No","0","38904","496868","7166","542938","Included"
"2026-05-30T23:38:33.342Z","","","Included","composer-2.5","No","0","31080","509626","4183","544889","Included"
"2026-05-30T23:38:33.046Z","","","Included","composer-2.5","No","0","29626","157300","1451","188377","Included"
"2026-05-30T23:38:28.885Z","","","Included","composer-2.5","No","0","37061","474323","4976","516360","Included"
"2026-05-30T23:38:18.368Z","","","Included","composer-2.5","No","0","42758","545802","11145","599705","Included"
"2026-05-30T23:38:12.341Z","","","Included","composer-2.5","No","0","47959","902189","12226","962374","Included"
"2026-05-30T23:38:10.744Z","","","Included","composer-2.5","No","0","18746","125340","1911","145997","Included"
"2026-05-30T23:38:03.564Z","","","Included","composer-2.5","No","0","31667","371800","6675","410142","Included"
"2026-05-30T23:37:52.634Z","","","Included","composer-2.5","No","0","23241","324694","3481","351416","Included"
"2026-05-30T23:37:50.338Z","","","Included","composer-2.5","No","0","50272","753101","9738","813111","Included"
"2026-05-30T23:37:46.468Z","","","Included","composer-2.5","No","0","22847","216246","2113","241206","Included"
"2026-05-30T23:37:46.221Z","","","Included","composer-2.5","No","0","48148","1219470","11557","1279175","Included"
"2026-05-30T23:37:44.711Z","","","Included","composer-2.5","No","0","68521","847190","11222","926933","Included"
"2026-05-30T23:37:32.645Z","","","Included","composer-2.5","No","0","49786","764469","8721","822976","Included"
"2026-05-30T23:37:29.255Z","","","Included","composer-2.5","No","0","51359","396577","6095","454031","Included"
"2026-05-30T23:37:25.137Z","","","Included","composer-2.5","No","0","25481","233430","2185","261096","Included"
"2026-05-30T23:37:23.567Z","","","Included","composer-2.5","No","0","24443","219163","2624","246230","Included"
"2026-05-30T23:37:21.887Z","","","Included","composer-2.5","No","0","21145","335636","3290","360071","Included"
"2026-05-30T23:37:08.820Z","","","Included","composer-2.5","No","0","35521","495846","9659","541026","Included"
"2026-05-30T23:36:48.703Z","","","Included","composer-2.5","No","0","30734","529823","6755","567312","Included"
"2026-05-30T23:36:33.650Z","","","Included","composer-2.5","No","0","67496","1085016","12876","1165388","Included"
"2026-05-30T23:36:28.513Z","","","Included","composer-2.5","No","0","22337","110393","1601","134331","Included"
"2026-05-30T23:36:16.743Z","","","Included","composer-2.5","No","0","49793","805727","8586","864106","Included"
"2026-05-30T23:36:13.184Z","","","Included","composer-2.5","No","0","40903","574866","9231","625000","Included"
"2026-05-30T23:35:59.799Z","","","Included","composer-2.5","No","0","22394","160373","2233","185000","Included"
"2026-05-30T23:35:59.271Z","","","Included","composer-2.5","No","0","42516","479429","9236","531181","Included"
"2026-05-30T23:35:53.903Z","","","Included","composer-2.5","No","0","61331","853052","10467","924850","Included"
"2026-05-30T23:35:46.367Z","","","Included","composer-2.5","No","0","33790","397952","5781","437523","Included"
"2026-05-30T23:35:31.778Z","","","Included","composer-2.5","No","0","30949","325316","4511","360776","Included"
"2026-05-30T23:35:30.214Z","","","Included","composer-2.5","No","0","65778","1332079","11889","1409746","Included"
"2026-05-30T23:35:25.400Z","","","Included","composer-2.5","No","0","20793","200915","2455","224163","Included"
"2026-05-30T23:35:18.012Z","","","Included","composer-2.5","No","0","38516","277357","8277","324150","Included"
"2026-05-30T23:35:15.761Z","","","Included","composer-2.5","No","0","37754","544658","8003","590415","Included"
"2026-05-30T23:35:13.046Z","","","Included","composer-2.5","No","0","38362","960501","8335","1007198","Included"
"2026-05-30T23:35:10.866Z","","","Included","composer-2.5","No","0","32789","497305","6223","536317","Included"
"2026-05-30T23:34:44.583Z","","","Included","composer-2.5","No","0","41033","432579","8396","482008","Included"
"2026-05-30T23:34:40.326Z","","","Included","composer-2.5","No","0","39599","446423","6796","492818","Included"
"2026-05-30T23:34:39.948Z","","","Included","composer-2.5","No","0","36734","119042","1356","157132","Included"
"2026-05-30T23:34:33.596Z","","","Included","composer-2.5","No","0","16723","73664","1310","91697","Included"
"2026-05-30T23:34:24.378Z","","","Included","composer-2.5","No","0","24091","94205","1475","119771","Included"
"2026-05-30T23:34:17.766Z","","","Included","composer-2.5","No","0","35593","677752","9571","722916","Included"
"2026-05-30T23:34:07.483Z","","","Included","composer-2.5","No","0","42829","481701","8444","532974","Included"
"2026-05-30T23:33:49.377Z","","","Included","composer-2.5","No","0","75099","1036484","8335","1119918","Included"
"2026-05-30T23:33:47.270Z","","","Included","composer-2.5","No","0","20217","173738","2334","196289","Included"
"2026-05-30T23:33:47.163Z","","","Included","composer-2.5","No","0","30334","550624","9470","590428","Included"
"2026-05-30T23:33:40.786Z","","","Included","composer-2.5","No","0","30018","157002","2050","189070","Included"
"2026-05-30T23:33:30.769Z","","","Included","composer-2.5","No","0","47468","935809","9444","992721","Included"
"2026-05-30T23:33:20.835Z","","","Included","composer-2.5","No","0","32998","338528","2571","374097","Included"
"2026-05-30T23:33:20.069Z","","","Included","composer-2.5","No","0","54455","769451","11614","835520","Included"
"2026-05-30T23:33:17.700Z","","","Included","composer-2.5","No","0","42111","463679","8302","514092","Included"
"2026-05-30T23:33:13.798Z","","","Included","composer-2.5","No","0","45866","881436","9804","937106","Included"
"2026-05-30T23:33:10.488Z","","","Included","composer-2.5","No","0","45507","511744","3915","561166","Included"
"2026-05-30T23:33:01.980Z","","","Included","composer-2.5","No","0","50722","786516","10652","847890","Included"
"2026-05-30T23:32:55.774Z","","","Included","composer-2.5","No","0","48063","990382","12009","1050454","Included"
"2026-05-30T23:32:49.298Z","","","Included","composer-2.5","No","0","38418","566273","8208","612899","Included"
"2026-05-30T23:32:36.337Z","","","Included","composer-2.5","No","0","22338","89904","1824","114066","Included"
"2026-05-30T23:32:28.999Z","","","Included","composer-2.5","No","0","51013","791731","10386","853130","Included"
"2026-05-30T23:32:08.908Z","","","Included","composer-2.5","No","0","52295","625056","10861","688212","Included"
"2026-05-30T23:31:50.068Z","","","Included","composer-2.5","No","0","30395","296169","2524","329088","Included"
"2026-05-30T23:31:49.936Z","","","Included","composer-2.5","No","0","43507","722340","11378","777225","Included"
"2026-05-30T23:31:37.356Z","","","Included","composer-2.5","No","0","34947","292300","3394","330641","Included"
"2026-05-30T23:31:36.324Z","","","Included","composer-2.5","No","0","50985","1026568","10382","1087935","Included"
"2026-05-30T23:31:33.780Z","","","Included","composer-2.5","No","0","16016","95712","1470","113198","Included"
"2026-05-30T23:31:18.929Z","","","Included","composer-2.5","No","0","38337","461204","7525","507066","Included"
"2026-05-30T23:31:15.371Z","","","Included","composer-2.5","No","0","26796","165272","2037","194105","Included"
"2026-05-30T23:31:13.868Z","","","Included","composer-2.5","No","0","22496","261017","2198","285711","Included"
"2026-05-30T23:31:11.865Z","","","Included","composer-2.5","No","0","48736","568498","9786","627020","Included"
"2026-05-30T23:31:06.107Z","","","Included","composer-2.5","No","0","37692","434220","7410","479322","Included"
"2026-05-30T23:31:03.663Z","","","Included","composer-2.5","No","0","47268","902337","8889","958494","Included"
"2026-05-30T23:30:58.783Z","","","Included","composer-2.5","No","0","36169","344869","10265","391303","Included"
"2026-05-30T23:30:44.715Z","","","Included","composer-2.5","No","0","27973","559060","5634","592667","Included"
"2026-05-30T23:30:42.609Z","","","Included","composer-2.5","No","0","45135","579383","9530","634048","Included"
"2026-05-30T23:30:32.309Z","","","Included","composer-2.5","No","0","37384","574283","9943","621610","Included"
"2026-05-30T23:30:29.047Z","","","Included","composer-2.5","No","0","36855","383272","2701","422828","Included"
"2026-05-30T23:30:24.428Z","","","Included","composer-2.5","No","0","20183","253125","2091","275399","Included"
"2026-05-30T23:30:18.283Z","","","Included","composer-2.5","No","0","46877","625393","5588","677858","Included"
"2026-05-30T23:30:05.024Z","","","Included","composer-2.5","No","0","22934","240356","3093","266383","Included"
"2026-05-30T23:30:00.558Z","","","Included","composer-2.5","No","0","43797","857643","9860","911300","Included"
"2026-05-30T23:29:57.066Z","","","Included","composer-2.5","No","0","38800","581556","9095","629451","Included"
"2026-05-30T23:29:53.035Z","","","Included","composer-2.5","No","0","41800","517548","9091","568439","Included"
"2026-05-30T23:29:51.225Z","","","Included","composer-2.5","No","0","18841","174068","1557","194466","Included"
"2026-05-30T23:29:36.326Z","","","Included","composer-2.5","No","0","25835","183195","2367","211397","Included"
"2026-05-30T23:29:21.389Z","","","Included","composer-2.5","No","0","32389","242256","3038","277683","Included"
"2026-05-30T23:29:11.405Z","","","Included","composer-2.5","No","0","25221","220475","3180","248876","Included"
"2026-05-30T23:29:10.340Z","","","Included","composer-2.5","No","0","48124","851185","9092","908401","Included"
"2026-05-30T23:29:00.830Z","","","Included","composer-2.5","No","0","44720","833784","10253","888757","Included"
"2026-05-30T23:28:50.358Z","","","Included","composer-2.5","No","0","65485","858342","11265","935092","Included"
"2026-05-30T23:28:22.974Z","","","Included","composer-2.5","No","0","24818","281286","3493","309597","Included"
"2026-05-30T23:28:21.885Z","","","Included","composer-2.5","No","0","30189","309379","3004","342572","Included"
"2026-05-30T23:28:08.744Z","","","Included","composer-2.5","No","0","30351","381326","2970","414647","Included"
"2026-05-30T23:28:05.313Z","","","Included","composer-2.5","No","0","40206","369820","8494","418520","Included"
"2026-05-30T23:27:59.110Z","","","Included","composer-2.5","No","0","43797","649106","9435","702338","Included"
"2026-05-30T23:27:50.322Z","","","Included","composer-2.5","No","0","61245","407565","4480","473290","Included"
"2026-05-30T23:27:42.808Z","","","Included","composer-2.5","No","0","50401","1240758","11802","1302961","Included"
"2026-05-30T23:27:30.940Z","","","Included","composer-2.5","No","0","50319","738768","12962","802049","Included"
"2026-05-30T23:27:28.418Z","","","Included","composer-2.5","No","0","30661","207220","2614","240495","Included"
"2026-05-30T23:27:22.286Z","","","Included","composer-2.5","No","0","21593","158336","2099","182028","Included"
"2026-05-30T23:27:04.342Z","","","Included","composer-2.5","No","0","46986","1333304","11779","1392069","Included"
"2026-05-30T23:26:52.837Z","","","Included","composer-2.5","No","0","52730","675612","13365","741707","Included"
"2026-05-30T23:26:36.221Z","","","Included","composer-2.5","No","0","32765","320095","6834","359694","Included"
"2026-05-30T23:26:33.425Z","","","Included","composer-2.5","No","0","28130","334420","3938","366488","Included"
"2026-05-30T23:26:32.828Z","","","Included","composer-2.5","No","0","60140","1298679","11717","1370536","Included"
"2026-05-30T23:26:27.257Z","","","Included","composer-2.5","No","0","76781","1791979","15005","1883765","Included"
"2026-05-30T23:26:25.686Z","","","Included","composer-2.5","No","0","27017","177229","2488","206734","Included"
"2026-05-30T23:26:21.984Z","","","Included","composer-2.5","No","0","42010","693541","9384","744935","Included"
"2026-05-30T23:26:17.169Z","","","Included","composer-2.5","No","0","69459","768381","10780","848620","Included"
"2026-05-30T23:26:14.229Z","","","Included","composer-2.5","No","0","55542","689428","10181","755151","Included"
"2026-05-30T23:26:09.128Z","","","Included","composer-2.5","No","0","45749","796850","11049","853648","Included"
"2026-05-30T23:25:58.056Z","","","Included","composer-2.5","No","0","38013","483843","8206","530062","Included"
"2026-05-30T23:25:56.751Z","","","Included","composer-2.5","No","0","35815","521041","7628","564484","Included"
"2026-05-30T23:25:43.649Z","","","Included","composer-2.5","No","0","29012","175151","2539","206702","Included"
"2026-05-30T23:25:32.678Z","","","Included","composer-2.5","No","0","32093","303624","7976","343693","Included"
"2026-05-30T23:25:17.212Z","","","Included","composer-2.5","No","0","45703","543338","7428","596469","Included"
"2026-05-30T23:25:07.606Z","","","Included","composer-2.5","No","0","67310","1631542","11337","1710189","Included"
"2026-05-30T23:25:00.898Z","","","Included","composer-2.5","No","0","19759","179472","1808","201039","Included"
"2026-05-30T23:24:45.614Z","","","Included","composer-2.5","No","0","35440","371160","8178","414778","Included"
"2026-05-30T23:24:45.513Z","","","Included","composer-2.5","No","0","23114","312621","4253","339988","Included"
"2026-05-30T23:24:42.780Z","","","Included","composer-2.5","No","0","35146","538447","10746","584339","Included"
"2026-05-30T23:24:41.142Z","","","Included","composer-2.5","No","0","28081","145100","2054","175235","Included"
"2026-05-30T23:24:29.033Z","","","Included","composer-2.5","No","0","30144","603488","3500","637132","Included"
"2026-05-30T23:24:28.590Z","","","Included","composer-2.5","No","0","62200","1587846","14137","1664183","Included"
"2026-05-30T23:24:23.466Z","","","Included","composer-2.5","No","0","20945","200195","2123","223263","Included"
"2026-05-30T23:24:14.452Z","","","Included","composer-2.5","No","0","62179","696760","8503","767442","Included"
"2026-05-30T23:24:00.240Z","","","Included","composer-2.5","No","0","24295","443899","4397","472591","Included"
"2026-05-30T23:23:58.895Z","","","Included","composer-2.5","No","0","28868","225281","2618","256767","Included"
"2026-05-30T23:23:50.640Z","","","Included","composer-2.5","No","0","36931","486116","7103","530150","Included"
"2026-05-30T23:23:42.863Z","","","Included","composer-2.5","No","0","43686","657090","10265","711041","Included"
"2026-05-30T23:23:25.769Z","","","Included","composer-2.5","No","0","26373","167283","2635","196291","Included"
"2026-05-30T23:23:23.608Z","","","Included","composer-2.5","No","0","44659","524447","9882","578988","Included"
"2026-05-30T23:22:46.508Z","","","Included","composer-2.5","No","0","36235","583021","6790","626046","Included"
"2026-05-30T23:22:42.633Z","","","Included","composer-2.5","No","0","48126","341221","4594","393941","Included"
"2026-05-30T23:22:32.620Z","","","Included","composer-2.5","No","0","26248","283728","3311","313287","Included"
"2026-05-30T23:22:28.190Z","","","Included","composer-2.5","No","0","37020","660863","10068","707951","Included"
"2026-05-30T23:22:18.031Z","","","Included","composer-2.5","No","0","49620","1130011","15013","1194644","Included"
"2026-05-30T23:22:08.193Z","","","Included","composer-2.5","No","0","45055","181049","3024","229128","Included"
"2026-05-30T23:22:00.412Z","","","Included","composer-2.5","No","0","20469","154144","2929","177542","Included"
"2026-05-30T23:21:53.137Z","","","Included","composer-2.5","No","0","50456","632139","9343","691938","Included"
"2026-05-30T23:21:53.101Z","","","Included","composer-2.5","No","0","50891","646937","11376","709204","Included"
"2026-05-30T23:21:52.124Z","","","Included","composer-2.5","No","0","34403","224815","5999","265217","Included"
"2026-05-30T23:21:50.834Z","","","Included","composer-2.5","No","0","31243","303062","7415","341720","Included"
"2026-05-30T23:21:48.741Z","","","Included","composer-2.5","No","0","33088","141097","2398","176583","Included"
"2026-05-30T23:21:47.507Z","","","Included","composer-2.5","No","0","68313","770781","12537","851631","Included"
"2026-05-30T23:21:43.132Z","","","Included","composer-2.5","No","0","26778","376112","3693","406583","Included"
"2026-05-30T23:21:31.012Z","","","Included","composer-2.5","No","0","34003","541691","8170","583864","Included"
"2026-05-30T23:21:24.224Z","","","Included","composer-2.5","No","0","57081","1055154","14605","1126840","Included"
"2026-05-30T23:20:58.589Z","","","Included","composer-2.5","No","0","43130","577386","8319","628835","Included"
"2026-05-30T23:20:54.012Z","","","Included","composer-2.5","No","0","22121","129227","1720","153068","Included"
"2026-05-30T23:20:53.102Z","","","Included","composer-2.5","No","0","18203","124627","2111","144941","Included"
"2026-05-30T23:20:48.599Z","","","Included","composer-2.5","No","0","53262","203729","2348","259339","Included"
"2026-05-30T23:20:38.373Z","","","Included","composer-2.5","No","0","39869","657110","11520","708499","Included"
"2026-05-30T23:20:33.397Z","","","Included","composer-2.5","No","0","51562","1258872","12856","1323290","Included"
"2026-05-30T23:20:13.645Z","","","Included","composer-2.5","No","0","27684","276767","3279","307730","Included"
"2026-05-30T23:20:09.099Z","","","Included","composer-2.5","No","0","29804","465096","4245","499145","Included"
